63.0000,7.3116,2.8380,1.4435
64.0000,7.3863,7.4731,3.0667
65.0000,5.1810,5.5636,8.8420
66.0000,6.0525,5.6932,1.1988
67.0000,6.8518,8.4084,0.8214
68.0000,18.5165,2.2960,1.7167
69.0000,9.8170,10.2518,1.3047
70.0000,5.3644,5.5443,1.8765
71.0000,10.1700,4.7184,0.4113
72.0000,7.8403,7.4275,1.1060
73.0000,7.7390,4.9054,1.0845
74.0000,8.0639,10.2013,9.4726
75.0000,4.0260,2.9001,11.9181
76.0000,6.0415,6.2092,3.0453
77.0000,3.9945,3.1559,1.4772
78.0000,7.1803,3.4927,2.6570
79.0000,28.1956,38.8067,0.7837
80.0000,7.8343,5.0648,3.8151
81.0000,4.9699,4.3388,0.9375
82.0000,5.8444,4.7542,2.1139
83.0000,nan,nan,nan
84.0000,7.8363,6.0415,1.0434
85.0000,5.0366,5.3235,2.0746
86.0000,6.3251,6.3349,1.3640
87.0000,6.0855,4.5040,1.3656
88.0000,62.2018,4.8249,1.4734
89.0000,6.7616,6.7616,14.6190
90.0000,5.7338,3.2576,1.4334
91.0000,6.5915,5.6411,1.5458
92.0000,5.4984,2.1714,1.7858
93.0000,5.1211,3.5809,0.8389
94.0000,14.3276,6.8090,1.0904
95.0000,39.9858,40.6308,3.1676
96.0000,20.9768,20.9968,inf
97.0000,15.7434,nan,2.7957
98.0000,4.1138,4.0101,1.6286
99.0000,8.8753,10.5492,0.9190
100.0000,13.2609,16.2657,1.4222
101.0000,5.9031,5.1686,1.0764
102.0000,8.6686,6.7073,0.9945
103.0000,5.8282,3.9115,1.0418
104.0000,15.3194,3.5966,1.3366
105.0000,4.8217,4.6212,1.3874
106.0000,7.3759,8.9202,1.2723
107.0000,6.8464,7.8470,2.0440
108.0000,24.9698,26.3807,0.9276
109.0000,6.2016,7.1217,2.7840
110.0000,15.2669,19.1163,1.1541
111.0000,9.7805,10.1955,1.4049
112.0000,4.5084,3.8450,1.5221
113.0000,7.8067,3.3122,0.9741
114.0000,8.6871,8.6969,1.0451
115.0000,4.9797,3.3387,1.2560
116.0000,6.4783,3.7977,1.4669
117.0000,9.1295,9.0216,0.7344
118.0000,4.9435,3.9235,4.4499
119.0000,13.7563,4.6838,1.8003
120.0000,5.5135,4.3300,1.0249
121.0000,6.6397,7.7160,1.3302
122.0000,6.0319,6.7746,0.5304
123.0000,6.6935,4.1883,1.2232
124.0000,11.7616,4.4383,3.0995
0.0000,0.0000,0.0000,0.0000
126.0000,7.6754,6.7845,0.6140
127.0000,3.6735,4.0386,3.1795
128.0000,4.8121,3.6965,3.1598
129.0000,5.2147,5.9915,14.6389
130.0000,28.0272,11.1886,0.7484
131.0000,8.5923,11.0488,0.9211
132.0000,16.5271,20.4309,1.4022
133.0000,8.8600,8.5637,11.7230
134.0000,5.2557,3.3198,3.7192
135.0000,5.8814,5.4755,7.8219
136.0000,11.6038,11.9902,2.2143
137.0000,3.4568,3.4362,3.0168
138.0000,3.1786,3.4503,7.6430
139.0000,4.9437,4.2772,1.5413
140.0000,6.3186,5.5745,0.8860
141.0000,18.4096,5.8843,1.6911
142.0000,4.5748,4.7569,2.2034
143.0000,7.5361,6.4813,1.4686
144.0000,12.1767,12.2373,20.5263
145.0000,10.0241,10.9584,inf
146.0000,8.3577,6.1249,2.2610
147.0000,9.3225,11.2667,1.2769
148.0000,15.3699,19.2924,0.9810
149.0000,7.3415,8.1898,1.3377
150.0000,3.7829,2.7020,1.6018
151.0000,7.4719,7.6771,1.0672
152.0000,9.2537,9.1678,1.7266
153.0000,12.2805,13.7306,1.3832
154.0000,3.0262,2.6956,10.2181
155.0000,6.9007,5.3912,2.2708
156.0000,10.0194,11.1175,0.8883
157.0000,9.7246,9.8810,4.2892
158.0000,5.4628,2.7384,1.4309
159.0000,6.7791,3.1447,1.4805
160.0000,7.3101,6.0083,1.3686
161.0000,8.6597,7.0028,1.2923
162.0000,8.8880,10.4895,2.1896
163.0000,8.4427,8.2449,2.5611
164.0000,7.7011,7.7615,1.1015
165.0000,7.2615,8.3150,1.3781
166.0000,5.2405,2.5383,2.4833
167.0000,7.6837,9.8450,1.7475
168.0000,4.2500,4.0528,1.6897
169.0000,5.9699,4.7848,3.6881
170.0000,5.1640,2.0184,2.7313
171.0000,5.8388,2.2829,1.3054
172.0000,7.5687,8.7545,1.5276
173.0000,6.2354,6.0491,1.3295
174.0000,8.6825,8.6965,13.6833
175.0000,4.8719,4.8877,1.2996
176.0000,7.7764,4.1475,3.9739
177.0000,28.6630,15.0088,27.4327
178.0000,39.7430,55.8307,0.9666
179.0000,8.2539,8.3307,4.8342
180.0000,4.8530,4.5738,2.7293
181.0000,4.3056,4.7168,2.1826
182.0000,6.2486,4.7990,1.4896
183.0000,11.7489,4.1219,1.1038
184.0000,5.6947,4.7257,0.6487
185.0000,8.5567,8.5468,1.1668
186.0000,13.1591,13.4685,2.2867
187.0000,5.1501,6.3353,1.7163
188.0000,9.5808,2.9535,2.9337
189.0000,6.1627,4.5447,1.0689
190.0000,7.9313,4.8622,0.9029
191.0000,7.6498,7.8060,1.3504
192.0000,4.4909,4.8132,3.1626
193.0000,9.6212,10.4634,6.9184
194.0000,4.7691,4.5522,2.0144
195.0000,7.1958,5.0459,0.8834
196.0000,15.7623,15.7623,276.7230
197.0000,7.6008,5.3539,1.0568
198.0000,4.4881,3.8481,inf
199.0000,21.5950,21.6414,5.9150
200.0000,9.4403,3.3460,1.5022
201.0000,5.9188,2.7506,2.1774
202.0000,11.6252,5.9930,1.2742
203.0000,31.3248,16.0558,0.2499
204.0000,6.8196,5.8132,1.3696
205.0000,7.9335,7.0720,1.6253
206.0000,11.2898,11.9337,1.0034
207.0000,5.7342,5.4375,2.8155
208.0000,5.3611,5.3412,1.1269
209.0000,19.1588,26.8617,inf
210.0000,4.6499,3.0899,2.7097
211.0000,10.7530,11.9592,1.6301
212.0000,7.0795,8.3612,8.0355
213.0000,7.0129,7.6322,2.8205
214.0000,7.1615,5.2596,2.2356
215.0000,11.5851,4.0112,0.8223
216.0000,18.7083,22.4325,1.1495
217.0000,5.0801,4.7508,2.2556
218.0000,7.0990,6.6603,0.9494
219.0000,5.2917,6.2418,inf
220.0000,7.2958,6.6317,2.0752
221.0000,4.9841,2.5471,0.9058
222.0000,7.6812,8.6328,1.5077
223.0000,3.7429,2.9283,9.7812
224.0000,6.6590,6.3741,2.3099
225.0000,14.8873,nan,1.3910
226.0000,4.7721,2.7943,3.0296
227.0000,5.4862,3.6376,3.0558
228.0000,5.2451,5.8195,3.3786
229.0000,3.3505,3.0500,2.8430
230.0000,4.7141,2.6843,2.6603
231.0000,20.0023,20.6788,3.6238
232.0000,5.3249,5.7545,1.8702
233.0000,5.8065,1.6017,934.6147
234.0000,4.5751,4.8691,3.1407
235.0000,10.2158,3.4855,1.6194
236.0000,3.9294,4.0340,1.8885
237.0000,7.1096,7.7492,1.4078
238.0000,32.8939,35.6002,3.5514
239.0000,6.2820,5.1703,1.6375
240.0000,5.0809,5.2143,1.6504
241.0000,4.8775,5.4773,4.9665
242.0000,7.4593,9.5897,1.4924
243.0000,8.2970,9.6068,1.6534
244.0000,6.9346,6.3171,1.7187
245.0000,5.3698,4.0132,3.1010
246.0000,39.9455,51.0060,1.4690
247.0000,5.7389,2.0992,1.9318
248.0000,5.4103,5.7600,inf
249.0000,20.8044,nan,2.8629
250.0000,5.3761,5.2195,1.8533
251.0000,3.2839,3.2537,8.4597
252.0000,5.2549,2.8212,4.0695
253.0000,51.2898,44.1538,3.2621
254.0000,7.0921,4.3621,2.0033
255.0000,5.6625,4.0442,1.3090
256.0000,7.3342,3.6688,1.0977
257.0000,4.7792,3.6578,inf
258.0000,4.1519,2.9895,2.5000
259.0000,5.1327,4.6827,1.2761
260.0000,5.5442,2.6093,2.1981
261.0000,4.7828,2.3793,2.4582
262.0000,8.3660,5.8153,1.3175
263.0000,6.9866,2.8447,2.2331
264.0000,5.7601,4.0424,1.5984
265.0000,4.9898,3.7776,1.7086
266.0000,4.5627,4.2484,2.4423
267.0000,6.2647,7.4653,1.1597
268.0000,4.4846,3.9200,1.1743
269.0000,4.5059,3.5897,2.0368
270.0000,5.4673,3.4653,2.6976
271.0000,6.7943,5.0708,1.5934
272.0000,24.2535,nan,4.2363
273.0000,6.7336,3.6253,1.2822
274.0000,4.6226,3.1723,1.9967
275.0000,4.8883,3.9237,0.9675
276.0000,4.7264,3.2341,2.6883
277.0000,25.6728,nan,0.2919
278.0000,12.1874,nan,1.8481
279.0000,18.5723,nan,3.0188
280.0000,24.7084,0.0000,5.2879
281.0000,21.1508,nan,nan
282.0000,37.0848,12.4440,0.5129
283.0000,15.9098,5.9610,inf
284.0000,12.5616,11.9295,5.8951
285.0000,16.8814,nan,5.9926
286.0000,18.7627,nan,nan
287.0000,7.5225,3.7152,1.4126
288.0000,5.9488,6.4501,1.5663
289.0000,7.0518,2.4248,0.9484
290.0000,8.4835,9.2093,2.7383
291.0000,6.3615,2.3636,4.3596
292.0000,4.6938,4.3623,1.8356
293.0000,6.5116,3.4896,1.3725
294.0000,7.0416,7.5500,1.0726
295.0000,7.5487,6.9771,0.8951
296.0000,4.9541,3.3670,2.0609
297.0000,4.7197,5.0157,1.6303
298.0000,4.1719,3.7848,103.7049
299.0000,4.1884,4.0352,2.9604
300.0000,12.2766,12.4248,inf
301.0000,7.3600,6.1748,0.7661
302.0000,7.4477,7.6025,0.8919
303.0000,5.0621,5.8751,4.0284
304.0000,5.9649,3.0895,2.5174
305.0000,5.0771,2.7308,2.0526
306.0000,5.8560,6.5620,2.3493
307.0000,6.2622,3.3082,1.8653
308.0000,5.0579,3.6477,1.1374
309.0000,16.3033,20.6467,2.6621
310.0000,6.0629,3.9403,0.8529
311.0000,12.3602,5.5510,1.3620
312.0000,13.1930,9.3490,inf
313.0000,7.3294,7.5375,3.2026
314.0000,7.5369,5.9456,3.3604
315.0000,7.0748,6.0579,0.6818
316.0000,10.2081,12.3758,66.4688
317.0000,10.3230,13.5858,0.9636
318.0000,7.1233,6.6963,1.3214
319.0000,4.8017,5.0533,1.9122
320.0000,6.8094,7.3397,4.3384
321.0000,10.7951,12.2685,1.8793
322.0000,4.4614,3.4968,1.3186
323.0000,4.3111,2.6856,1.2233
324.0000,4.4751,3.7333,3.5847
325.0000,5.1513,3.5131,inf
326.0000,4.8408,4.8457,3.0151
327.0000,5.6473,4.0265,2.4671
328.0000,7.6572,6.9927,1.3364
329.0000,14.9642,2.8304,2.0081
330.0000,4.8082,4.5277,2.1114
331.0000,3.2927,2.0899,2.4595
332.0000,10.3004,2.2322,5.7964
333.0000,7.5457,8.3965,2.5377
334.0000,7.6460,4.5888,0.7243
335.0000,12.4181,16.6011,1.7837
336.0000,7.3396,7.3089,1.8141
337.0000,3.8127,2.8259,3.0019
338.0000,5.4651,2.3620,1.3402
339.0000,4.2738,3.7485,1.5079
340.0000,4.2369,2.3166,5.2859
341.0000,7.6827,2.7095,1.1733
342.0000,8.1391,9.6823,1.2945
343.0000,8.6557,5.5907,0.8952
344.0000,7.5839,3.5664,1.1406
345.0000,27.0972,27.0972,3.0591
346.0000,6.3167,2.3433,0.6463
347.0000,5.0652,5.2372,1.7792
348.0000,34.5401,66.5387,2.3899
349.0000,5.2956,5.1688,4.6358
350.0000,10.6155,3.9404,4.1124
351.0000,6.8574,7.3386,2.2080
352.0000,6.0431,3.2918,1.1936
353.0000,9.7926,5.7764,0.6210
354.0000,11.6136,14.7661,0.5910
355.0000,5.0072,2.3320,2.4428
356.0000,7.5815,9.3825,1.5087
357.0000,6.4210,5.7747,2.6423
358.0000,17.6526,nan,13.4814
359.0000,17.0685,15.7596,1.0213
360.0000,4.9597,2.4915,1.3486
361.0000,5.2112,4.7174,2.0758
362.0000,6.3432,3.2205,1.3917
363.0000,15.3050,15.6896,3.5875
364.0000,25.1994,6.1732,1.6064
365.0000,6.0405,3.5182,2.5349
366.0000,3.6506,3.7610,26.8157
367.0000,4.5366,3.4450,2.3459
368.0000,4.9326,3.0458,3.0799
369.0000,7.0432,7.3876,0.9331
370.0000,38.1664,25.9437,0.9084
371.0000,6.3353,3.0653,1.0521
372.0000,5.3667,3.0646,1.1366
373.0000,7.9792,8.2935,1.2150
374.0000,12.0210,3.7058,1.1090
375.0000,100.3240,9.7322,0.4581
376.0000,4.5728,4.5531,3.5472
377.0000,3.9822,3.5120,2.5421
378.0000,12.3377,15.5833,0.9344
379.0000,18.7605,3.9041,1.1414
380.0000,7.2843,9.7301,1.1816
381.0000,10.8696,5.4615,1.9022
382.0000,6.7435,5.1178,1.2986
383.0000,10.5024,12.3358,0.9095
384.0000,6.7588,4.2757,1.1351
385.0000,12.4376,4.3633,2.1145
386.0000,5.5289,3.9080,3.9898
387.0000,7.9121,4.8280,2.0522
388.0000,17.3639,17.4472,1.9863
389.0000,5.0777,3.5521,1.1854
390.0000,4.2841,5.7393,5.0694
391.0000,125.6919,146.5974,11.1711
392.0000,5.7416,3.9398,2.0730
393.0000,88.9186,72.8136,3.0084
394.0000,4.6920,3.4059,0.8312
395.0000,9.5148,8.0857,0.8982
396.0000,9.6327,4.8013,0.6384
397.0000,5.4318,3.8449,2.3931
398.0000,6.1224,6.9921,2.0767
399.0000,6.4819,5.2718,1.0238
400.0000,8.2544,9.5850,1.7713
401.0000,6.0996,6.5910,2.9737
402.0000,5.9472,6.4281,1.4423
403.0000,4.9389,2.1350,1.5152
404.0000,111.1978,3.1139,2.0424
405.0000,12.7922,9.5951,1.7567
406.0000,8.0640,3.3624,2.9761
407.0000,4.2717,4.4270,8.2441
408.0000,4.9293,2.9765,1.9708
409.0000,6.8630,8.0689,1.9127
410.0000,4.6770,4.3737,1.7405
411.0000,13.1481,14.9498,1.5120
412.0000,18.0986,6.2000,18.2256
413.0000,6.4986,3.0188,1.3346
414.0000,15.9462,8.8246,0.7874
415.0000,11.5227,2.8463,0.9103
416.0000,22.1816,23.0795,2.1223
417.0000,5.2710,2.1158,0.9071
418.0000,6.7239,5.9191,1.3076
419.0000,4.4032,4.7476,3.6865
420.0000,6.9020,2.5790,0.9889
421.0000,5.3571,4.8567,2.0263
422.0000,5.4929,6.3174,2.6008
423.0000,5.3312,4.5808,1.6013
424.0000,7.0656,7.3677,1.5565
425.0000,50.7951,7.4137,4.0841
426.0000,4.6309,4.0570,2.6721
427.0000,4.4899,2.8265,3.6065
428.0000,4.8530,4.1886,2.1104
429.0000,22.6654,23.1313,4.5026
430.0000,5.3974,5.5212,2.2112
431.0000,3.7683,3.8700,1.6308
432.0000,2.7251,2.9241,9.4713
433.0000,8.5421,4.4711,1.1645
434.0000,4.6413,4.4390,1.1092
435.0000,4.1658,2.8287,2.1158
436.0000,4.9389,4.5837,2.8877
437.0000,1.8494,1.8494,13.7134
438.0000,4.7154,4.5317,3.4170
439.0000,24.8077,15.3805,2.1322
440.0000,5.7712,3.3518,2.0741
441.0000,7.3129,3.4244,0.6142
442.0000,12.5117,15.3467,2.2461
443.0000,3.5545,2.5484,6.2814
444.0000,5.2600,4.6760,7.0344
