#Column 1: Rest Wavelength (microns)
#Column 2: Luminosity (W/Hz)
#Column 3: DLnu (W/Hz)
wavelength luminosity  uncertainty
 582.700   1.755E+24   1.104E+23
 582.800   1.754E+24   1.103E+23
 582.900   1.753E+24   1.103E+23
 583.000   1.752E+24   1.102E+23
 583.100   1.751E+24   1.101E+23
 583.200   1.750E+24   1.101E+23
 583.300   1.750E+24   1.100E+23
 583.400   1.749E+24   1.100E+23
 583.500   1.748E+24   1.099E+23
 583.600   1.747E+24   1.098E+23
 583.700   1.746E+24   1.098E+23
 583.800   1.745E+24   1.097E+23
 583.900   1.744E+24   1.097E+23
 584.000   1.743E+24   1.096E+23
 584.100   1.743E+24   1.096E+23
 584.200   1.742E+24   1.095E+23
 584.300   1.741E+24   1.094E+23
 584.400   1.740E+24   1.094E+23
 584.500   1.739E+24   1.093E+23
 584.600   1.738E+24   1.093E+23
 584.700   1.737E+24   1.092E+23
 584.800   1.736E+24   1.092E+23
 584.900   1.735E+24   1.091E+23
 585.000   1.735E+24   1.090E+23
 585.100   1.734E+24   1.090E+23
 585.200   1.733E+24   1.089E+23
 585.300   1.732E+24   1.089E+23
 585.400   1.731E+24   1.088E+23
 585.500   1.730E+24   1.087E+23
 585.600   1.729E+24   1.087E+23
 585.700   1.729E+24   1.086E+23
 585.800   1.728E+24   1.086E+23
 585.900   1.727E+24   1.085E+23
 586.000   1.726E+24   1.085E+23
 586.100   1.725E+24   1.084E+23
 586.200   1.724E+24   1.083E+23
 586.300   1.723E+24   1.083E+23
 586.400   1.722E+24   1.082E+23
 586.500   1.722E+24   1.082E+23
 586.600   1.721E+24   1.081E+23
 586.700   1.720E+24   1.081E+23
 586.800   1.719E+24   1.080E+23
 586.900   1.718E+24   1.079E+23
 587.000   1.717E+24   1.079E+23
 587.100   1.716E+24   1.078E+23
 587.200   1.716E+24   1.078E+23
 587.300   1.715E+24   1.077E+23
 587.400   1.714E+24   1.077E+23
 587.500   1.713E+24   1.076E+23
 587.600   1.712E+24   1.076E+23
 587.700   1.711E+24   1.075E+23
 587.800   1.710E+24   1.074E+23
 587.900   1.709E+24   1.074E+23
 588.000   1.709E+24   1.073E+23
 588.100   1.708E+24   1.073E+23
 588.200   1.707E+24   1.072E+23
 588.300   1.706E+24   1.072E+23
 588.400   1.705E+24   1.071E+23
 588.500   1.704E+24   1.070E+23
 588.600   1.703E+24   1.070E+23
 588.700   1.703E+24   1.069E+23
 588.800   1.702E+24   1.069E+23
 588.900   1.701E+24   1.068E+23
 589.000   1.700E+24   1.068E+23
 589.100   1.699E+24   1.067E+23
 589.200   1.698E+24   1.066E+23
 589.300   1.698E+24   1.066E+23
 589.400   1.697E+24   1.065E+23
 589.500   1.696E+24   1.065E+23
 589.600   1.695E+24   1.064E+23
 589.700   1.694E+24   1.064E+23
 589.800   1.693E+24   1.063E+23
 589.900   1.692E+24   1.063E+23
 590.000   1.692E+24   1.062E+23
 590.100   1.691E+24   1.061E+23
 590.200   1.690E+24   1.061E+23
 590.300   1.689E+24   1.060E+23
 590.400   1.688E+24   1.060E+23
 590.500   1.687E+24   1.059E+23
 590.600   1.687E+24   1.059E+23
 590.700   1.686E+24   1.058E+23
 590.800   1.685E+24   1.058E+23
 590.900   1.684E+24   1.057E+23
 591.000   1.683E+24   1.056E+23
 591.100   1.682E+24   1.056E+23
 591.200   1.681E+24   1.055E+23
 591.300   1.681E+24   1.055E+23
 591.400   1.680E+24   1.054E+23
 591.500   1.679E+24   1.054E+23
 591.600   1.678E+24   1.053E+23
 591.700   1.677E+24   1.053E+23
 591.800   1.676E+24   1.052E+23
 591.900   1.676E+24   1.051E+23
 592.000   1.675E+24   1.051E+23
 592.100   1.674E+24   1.050E+23
 592.200   1.673E+24   1.050E+23
 592.300   1.672E+24   1.049E+23
 592.400   1.671E+24   1.049E+23
 592.500   1.671E+24   1.048E+23
 592.600   1.670E+24   1.048E+23
 592.700   1.669E+24   1.047E+23
 592.800   1.668E+24   1.047E+23
 592.900   1.667E+24   1.046E+23
 593.000   1.666E+24   1.045E+23
 593.100   1.666E+24   1.045E+23
 593.200   1.665E+24   1.044E+23
 593.300   1.664E+24   1.044E+23
 593.400   1.663E+24   1.043E+23
 593.500   1.662E+24   1.043E+23
 593.600   1.661E+24   1.042E+23
 593.700   1.661E+24   1.042E+23
 593.800   1.660E+24   1.041E+23
 593.900   1.659E+24   1.041E+23
 594.000   1.658E+24   1.040E+23
 594.100   1.657E+24   1.039E+23
 594.200   1.656E+24   1.039E+23
 594.300   1.656E+24   1.038E+23
 594.400   1.655E+24   1.038E+23
 594.500   1.654E+24   1.037E+23
 594.600   1.653E+24   1.037E+23
 594.700   1.652E+24   1.036E+23
 594.800   1.652E+24   1.036E+23
 594.900   1.651E+24   1.035E+23
 595.000   1.650E+24   1.035E+23
 595.100   1.649E+24   1.034E+23
 595.200   1.648E+24   1.034E+23
 595.300   1.647E+24   1.033E+23
 595.400   1.647E+24   1.032E+23
 595.500   1.646E+24   1.032E+23
 595.600   1.645E+24   1.031E+23
 595.700   1.644E+24   1.031E+23
 595.800   1.643E+24   1.030E+23
 595.900   1.643E+24   1.030E+23
 596.000   1.642E+24   1.029E+23
 596.100   1.641E+24   1.029E+23
 596.200   1.640E+24   1.028E+23
 596.300   1.639E+24   1.028E+23
 596.400   1.638E+24   1.027E+23
 596.500   1.638E+24   1.027E+23
 596.600   1.637E+24   1.026E+23
 596.700   1.636E+24   1.026E+23
 596.800   1.635E+24   1.025E+23
 596.900   1.634E+24   1.024E+23
 597.000   1.634E+24   1.024E+23
 597.100   1.633E+24   1.023E+23
 597.200   1.632E+24   1.023E+23
 597.300   1.631E+24   1.022E+23
 597.400   1.630E+24   1.022E+23
 597.500   1.630E+24   1.021E+23
 597.600   1.629E+24   1.021E+23
 597.700   1.628E+24   1.020E+23
 597.800   1.627E+24   1.020E+23
 597.900   1.626E+24   1.019E+23
 598.000   1.626E+24   1.019E+23
 598.100   1.625E+24   1.018E+23
 598.200   1.624E+24   1.018E+23
 598.300   1.623E+24   1.017E+23
 598.400   1.622E+24   1.017E+23
 598.500   1.621E+24   1.016E+23
 598.600   1.621E+24   1.015E+23
 598.700   1.620E+24   1.015E+23
 598.800   1.619E+24   1.014E+23
 598.900   1.618E+24   1.014E+23
 599.000   1.617E+24   1.013E+23
 599.100   1.617E+24   1.013E+23
 599.200   1.616E+24   1.012E+23
 599.300   1.615E+24   1.012E+23
 599.400   1.614E+24   1.011E+23
 599.500   1.613E+24   1.011E+23
 599.600   1.613E+24   1.010E+23
 599.700   1.612E+24   1.010E+23
 599.800   1.611E+24   1.009E+23
 599.900   1.610E+24   1.009E+23
 600.000   1.610E+24   1.008E+23
 600.100   1.609E+24   1.008E+23
 600.200   1.608E+24   1.007E+23
 600.300   1.607E+24   1.007E+23
 600.400   1.606E+24   1.006E+23
 600.500   1.606E+24   1.006E+23
 600.600   1.605E+24   1.005E+23
 600.700   1.604E+24   1.004E+23
 600.800   1.603E+24   1.004E+23
 600.900   1.602E+24   1.003E+23
 601.000   1.602E+24   1.003E+23
 601.100   1.601E+24   1.002E+23
 601.200   1.600E+24   1.002E+23
 601.300   1.599E+24   1.001E+23
 601.400   1.598E+24   1.001E+23
 601.500   1.598E+24   1.000E+23
 601.600   1.597E+24   9.998E+22
 601.700   1.596E+24   9.993E+22
 601.800   1.595E+24   9.988E+22
 601.900   1.594E+24   9.983E+22
 602.000   1.594E+24   9.978E+22
 602.100   1.593E+24   9.972E+22
 602.200   1.592E+24   9.967E+22
 602.300   1.591E+24   9.962E+22
 602.400   1.591E+24   9.957E+22
 602.500   1.590E+24   9.952E+22
 602.600   1.589E+24   9.947E+22
 602.700   1.588E+24   9.942E+22
 602.800   1.587E+24   9.937E+22
 602.900   1.587E+24   9.931E+22
 603.000   1.586E+24   9.926E+22
 603.100   1.585E+24   9.921E+22
 603.200   1.584E+24   9.916E+22
 603.300   1.584E+24   9.911E+22
 603.400   1.583E+24   9.906E+22
 603.500   1.582E+24   9.901E+22
 603.600   1.581E+24   9.896E+22
 603.700   1.580E+24   9.891E+22
 603.800   1.580E+24   9.886E+22
 603.900   1.579E+24   9.880E+22
 604.000   1.578E+24   9.875E+22
 604.100   1.577E+24   9.870E+22
 604.200   1.577E+24   9.865E+22
 604.300   1.576E+24   9.860E+22
 604.400   1.575E+24   9.855E+22
 604.500   1.574E+24   9.850E+22
 604.600   1.573E+24   9.845E+22
 604.700   1.573E+24   9.840E+22
 604.800   1.572E+24   9.835E+22
 604.900   1.571E+24   9.830E+22
 605.000   1.570E+24   9.825E+22
 605.100   1.570E+24   9.820E+22
 605.200   1.569E+24   9.815E+22
 605.300   1.568E+24   9.810E+22
 605.400   1.567E+24   9.805E+22
 605.500   1.567E+24   9.800E+22
 605.600   1.566E+24   9.795E+22
 605.700   1.565E+24   9.790E+22
 605.800   1.564E+24   9.785E+22
 605.900   1.563E+24   9.779E+22
 606.000   1.563E+24   9.774E+22
 606.100   1.562E+24   9.769E+22
 606.200   1.561E+24   9.764E+22
 606.300   1.560E+24   9.759E+22
 606.400   1.560E+24   9.754E+22
 606.500   1.559E+24   9.749E+22
 606.600   1.558E+24   9.744E+22
 606.700   1.557E+24   9.739E+22
 606.800   1.557E+24   9.735E+22
 606.900   1.556E+24   9.730E+22
 607.000   1.555E+24   9.725E+22
 607.100   1.554E+24   9.720E+22
 607.200   1.554E+24   9.715E+22
 607.300   1.553E+24   9.710E+22
 607.400   1.552E+24   9.705E+22
 607.500   1.551E+24   9.700E+22
 607.600   1.550E+24   9.695E+22
 607.700   1.550E+24   9.690E+22
 607.800   1.549E+24   9.685E+22
 607.900   1.548E+24   9.680E+22
 608.000   1.547E+24   9.675E+22
 608.100   1.547E+24   9.670E+22
 608.200   1.546E+24   9.665E+22
 608.300   1.545E+24   9.660E+22
 608.400   1.544E+24   9.655E+22
 608.500   1.544E+24   9.650E+22
 608.600   1.543E+24   9.645E+22
 608.700   1.542E+24   9.640E+22
 608.800   1.541E+24   9.635E+22
 608.900   1.541E+24   9.631E+22
 609.000   1.540E+24   9.626E+22
 609.100   1.539E+24   9.621E+22
 609.200   1.538E+24   9.616E+22
 609.300   1.538E+24   9.611E+22
 609.400   1.537E+24   9.606E+22
 609.500   1.536E+24   9.601E+22
 609.600   1.535E+24   9.596E+22
 609.700   1.535E+24   9.591E+22
 609.800   1.534E+24   9.586E+22
 609.900   1.533E+24   9.582E+22
 610.000   1.532E+24   9.577E+22
 610.100   1.532E+24   9.572E+22
 610.200   1.531E+24   9.567E+22
 610.300   1.530E+24   9.562E+22
 610.400   1.529E+24   9.557E+22
 610.500   1.529E+24   9.552E+22
 610.600   1.528E+24   9.547E+22
 610.700   1.527E+24   9.543E+22
 610.800   1.526E+24   9.538E+22
 610.900   1.526E+24   9.533E+22
 611.000   1.525E+24   9.528E+22
 611.100   1.524E+24   9.523E+22
 611.200   1.523E+24   9.518E+22
 611.300   1.523E+24   9.513E+22
 611.400   1.522E+24   9.509E+22
 611.500   1.521E+24   9.504E+22
 611.600   1.521E+24   9.499E+22
 611.700   1.520E+24   9.494E+22
 611.800   1.519E+24   9.489E+22
 611.900   1.518E+24   9.484E+22
 612.000   1.518E+24   9.480E+22
 612.100   1.517E+24   9.475E+22
 612.200   1.516E+24   9.470E+22
 612.300   1.515E+24   9.465E+22
 612.400   1.515E+24   9.460E+22
 612.500   1.514E+24   9.456E+22
 612.600   1.513E+24   9.451E+22
 612.700   1.512E+24   9.446E+22
 612.800   1.512E+24   9.441E+22
 612.900   1.511E+24   9.436E+22
 613.000   1.510E+24   9.432E+22
 613.100   1.509E+24   9.427E+22
 613.200   1.509E+24   9.422E+22
 613.300   1.508E+24   9.417E+22
 613.400   1.507E+24   9.413E+22
 613.500   1.507E+24   9.408E+22
 613.600   1.506E+24   9.403E+22
 613.700   1.505E+24   9.398E+22
 613.800   1.504E+24   9.393E+22
 613.900   1.504E+24   9.389E+22
 614.000   1.503E+24   9.384E+22
 614.100   1.502E+24   9.379E+22
 614.200   1.501E+24   9.374E+22
 614.300   1.501E+24   9.370E+22
 614.400   1.500E+24   9.365E+22
 614.500   1.499E+24   9.360E+22
 614.600   1.499E+24   9.355E+22
 614.700   1.498E+24   9.351E+22
 614.800   1.497E+24   9.346E+22
 614.900   1.496E+24   9.341E+22
 615.000   1.496E+24   9.337E+22
 615.100   1.495E+24   9.332E+22
 615.200   1.494E+24   9.327E+22
 615.300   1.493E+24   9.322E+22
 615.400   1.493E+24   9.318E+22
 615.500   1.492E+24   9.313E+22
 615.600   1.491E+24   9.308E+22
 615.700   1.491E+24   9.304E+22
 615.800   1.490E+24   9.299E+22
 615.900   1.489E+24   9.294E+22
 616.000   1.488E+24   9.289E+22
 616.100   1.488E+24   9.285E+22
 616.200   1.487E+24   9.280E+22
 616.300   1.486E+24   9.275E+22
 616.400   1.486E+24   9.271E+22
 616.500   1.485E+24   9.266E+22
 616.600   1.484E+24   9.261E+22
 616.700   1.483E+24   9.257E+22
 616.800   1.483E+24   9.252E+22
 616.900   1.482E+24   9.247E+22
 617.000   1.481E+24   9.243E+22
 617.100   1.481E+24   9.238E+22
 617.200   1.480E+24   9.233E+22
 617.300   1.479E+24   9.229E+22
 617.400   1.478E+24   9.224E+22
 617.500   1.478E+24   9.219E+22
 617.600   1.477E+24   9.215E+22
 617.700   1.476E+24   9.210E+22
 617.800   1.476E+24   9.205E+22
 617.900   1.475E+24   9.201E+22
 618.000   1.474E+24   9.196E+22
 618.100   1.473E+24   9.192E+22
 618.200   1.473E+24   9.187E+22
 618.300   1.472E+24   9.182E+22
 618.400   1.471E+24   9.178E+22
 618.500   1.471E+24   9.173E+22
 618.600   1.470E+24   9.168E+22
 618.700   1.469E+24   9.164E+22
 618.800   1.468E+24   9.159E+22
 618.900   1.468E+24   9.155E+22
 619.000   1.467E+24   9.150E+22
 619.100   1.466E+24   9.145E+22
 619.200   1.466E+24   9.141E+22
 619.300   1.465E+24   9.136E+22
 619.400   1.464E+24   9.132E+22
 619.500   1.463E+24   9.127E+22
 619.600   1.463E+24   9.122E+22
 619.700   1.462E+24   9.118E+22
 619.800   1.461E+24   9.113E+22
 619.900   1.461E+24   9.109E+22
 620.000   1.460E+24   9.104E+22
 620.100   1.459E+24   9.100E+22
 620.200   1.459E+24   9.095E+22
 620.300   1.458E+24   9.090E+22
 620.400   1.457E+24   9.086E+22
 620.500   1.456E+24   9.081E+22
 620.600   1.456E+24   9.077E+22
 620.700   1.455E+24   9.072E+22
 620.800   1.454E+24   9.068E+22
 620.900   1.454E+24   9.063E+22
 621.000   1.453E+24   9.059E+22
 621.100   1.452E+24   9.054E+22
 621.200   1.452E+24   9.049E+22
 621.300   1.451E+24   9.045E+22
 621.400   1.450E+24   9.040E+22
 621.500   1.449E+24   9.036E+22
 621.600   1.449E+24   9.031E+22
 621.700   1.448E+24   9.027E+22
 621.800   1.447E+24   9.022E+22
 621.900   1.447E+24   9.018E+22
 622.000   1.446E+24   9.013E+22
 622.100   1.445E+24   9.009E+22
 622.200   1.445E+24   9.004E+22
 622.300   1.444E+24   9.000E+22
 622.400   1.443E+24   8.995E+22
 622.500   1.443E+24   8.991E+22
 622.600   1.442E+24   8.986E+22
 622.700   1.441E+24   8.982E+22
 622.800   1.440E+24   8.977E+22
 622.900   1.440E+24   8.973E+22
 623.000   1.439E+24   8.968E+22
 623.100   1.438E+24   8.964E+22
 623.200   1.438E+24   8.959E+22
 623.300   1.437E+24   8.955E+22
 623.400   1.436E+24   8.950E+22
 623.500   1.436E+24   8.946E+22
 623.600   1.435E+24   8.941E+22
 623.700   1.434E+24   8.937E+22
 623.800   1.434E+24   8.932E+22
 623.900   1.433E+24   8.928E+22
 624.000   1.432E+24   8.923E+22
 624.100   1.431E+24   8.919E+22
 624.200   1.431E+24   8.915E+22
 624.300   1.430E+24   8.910E+22
 624.400   1.429E+24   8.906E+22
 624.500   1.429E+24   8.901E+22
 624.600   1.428E+24   8.897E+22
 624.700   1.427E+24   8.892E+22
 624.800   1.427E+24   8.888E+22
 624.900   1.426E+24   8.883E+22
 625.000   1.425E+24   8.879E+22
 625.100   1.425E+24   8.875E+22
 625.200   1.424E+24   8.870E+22
 625.300   1.423E+24   8.866E+22
 625.400   1.423E+24   8.861E+22
 625.500   1.422E+24   8.857E+22
 625.600   1.421E+24   8.852E+22
 625.700   1.421E+24   8.848E+22
 625.800   1.420E+24   8.844E+22
 625.900   1.419E+24   8.839E+22
 626.000   1.419E+24   8.835E+22
 626.100   1.418E+24   8.830E+22
 626.200   1.417E+24   8.826E+22
 626.300   1.417E+24   8.822E+22
 626.400   1.416E+24   8.817E+22
 626.500   1.415E+24   8.813E+22
 626.600   1.414E+24   8.809E+22
 626.700   1.414E+24   8.804E+22
 626.800   1.413E+24   8.800E+22
 626.900   1.412E+24   8.795E+22
 627.000   1.412E+24   8.791E+22
 627.100   1.411E+24   8.787E+22
 627.200   1.410E+24   8.782E+22
 627.300   1.410E+24   8.778E+22
 627.400   1.409E+24   8.774E+22
 627.500   1.408E+24   8.769E+22
 627.600   1.408E+24   8.765E+22
 627.700   1.407E+24   8.760E+22
 627.800   1.406E+24   8.756E+22
 627.900   1.406E+24   8.752E+22
 628.000   1.405E+24   8.747E+22
 628.100   1.404E+24   8.743E+22
 628.200   1.404E+24   8.739E+22
 628.300   1.403E+24   8.734E+22
 628.400   1.402E+24   8.730E+22
 628.500   1.402E+24   8.726E+22
 628.600   1.401E+24   8.721E+22
 628.700   1.400E+24   8.717E+22
 628.800   1.400E+24   8.713E+22
 628.900   1.399E+24   8.708E+22
 629.000   1.398E+24   8.704E+22
 629.100   1.398E+24   8.700E+22
 629.200   1.397E+24   8.695E+22
 629.300   1.396E+24   8.691E+22
 629.400   1.396E+24   8.687E+22
 629.500   1.395E+24   8.683E+22
 629.600   1.394E+24   8.678E+22
 629.700   1.394E+24   8.674E+22
 629.800   1.393E+24   8.670E+22
 629.900   1.392E+24   8.665E+22
 630.000   1.392E+24   8.661E+22
 630.100   1.391E+24   8.657E+22
 630.200   1.390E+24   8.652E+22
 630.300   1.390E+24   8.648E+22
 630.400   1.389E+24   8.644E+22
 630.500   1.388E+24   8.640E+22
 630.600   1.388E+24   8.635E+22
 630.700   1.387E+24   8.631E+22
 630.800   1.386E+24   8.627E+22
 630.900   1.386E+24   8.623E+22
 631.000   1.385E+24   8.618E+22
 631.100   1.385E+24   8.614E+22
 631.200   1.384E+24   8.610E+22
 631.300   1.383E+24   8.605E+22
 631.400   1.383E+24   8.601E+22
 631.500   1.382E+24   8.597E+22
 631.600   1.381E+24   8.593E+22
 631.700   1.381E+24   8.588E+22
 631.800   1.380E+24   8.584E+22
 631.900   1.379E+24   8.580E+22
 632.000   1.379E+24   8.576E+22
 632.100   1.378E+24   8.572E+22
 632.200   1.377E+24   8.567E+22
 632.300   1.377E+24   8.563E+22
 632.400   1.376E+24   8.559E+22
 632.500   1.375E+24   8.555E+22
 632.600   1.375E+24   8.550E+22
 632.700   1.374E+24   8.546E+22
 632.800   1.373E+24   8.542E+22
 632.900   1.373E+24   8.538E+22
 633.000   1.372E+24   8.534E+22
 633.100   1.371E+24   8.529E+22
 633.200   1.371E+24   8.525E+22
 633.300   1.370E+24   8.521E+22
 633.400   1.370E+24   8.517E+22
 633.500   1.369E+24   8.513E+22
 633.600   1.368E+24   8.508E+22
 633.700   1.368E+24   8.504E+22
 633.800   1.367E+24   8.500E+22
 633.900   1.366E+24   8.496E+22
 634.000   1.366E+24   8.492E+22
 634.100   1.365E+24   8.487E+22
 634.200   1.364E+24   8.483E+22
 634.300   1.364E+24   8.479E+22
 634.400   1.363E+24   8.475E+22
 634.500   1.362E+24   8.471E+22
 634.600   1.362E+24   8.466E+22
 634.700   1.361E+24   8.462E+22
 634.800   1.360E+24   8.458E+22
 634.900   1.360E+24   8.454E+22
 635.000   1.359E+24   8.450E+22
 635.100   1.359E+24   8.446E+22
 635.200   1.358E+24   8.442E+22
 635.300   1.357E+24   8.437E+22
 635.400   1.357E+24   8.433E+22
 635.500   1.356E+24   8.429E+22
 635.600   1.355E+24   8.425E+22
 635.700   1.355E+24   8.421E+22
 635.800   1.354E+24   8.417E+22
 635.900   1.353E+24   8.413E+22
 636.000   1.353E+24   8.408E+22
 636.100   1.352E+24   8.404E+22
 636.200   1.352E+24   8.400E+22
 636.300   1.351E+24   8.396E+22
 636.400   1.350E+24   8.392E+22
 636.500   1.350E+24   8.388E+22
 636.600   1.349E+24   8.384E+22
 636.700   1.348E+24   8.380E+22
 636.800   1.348E+24   8.375E+22
 636.900   1.347E+24   8.371E+22
 637.000   1.346E+24   8.367E+22
 637.100   1.346E+24   8.363E+22
 637.200   1.345E+24   8.359E+22
 637.300   1.345E+24   8.355E+22
 637.400   1.344E+24   8.351E+22
 637.500   1.343E+24   8.347E+22
 637.600   1.343E+24   8.343E+22
 637.700   1.342E+24   8.339E+22
 637.800   1.341E+24   8.334E+22
 637.900   1.341E+24   8.330E+22
 638.000   1.340E+24   8.326E+22
 638.100   1.339E+24   8.322E+22
 638.200   1.339E+24   8.318E+22
 638.300   1.338E+24   8.314E+22
 638.400   1.338E+24   8.310E+22
 638.500   1.337E+24   8.306E+22
 638.600   1.336E+24   8.302E+22
 638.700   1.336E+24   8.298E+22
 638.800   1.335E+24   8.294E+22
 638.900   1.334E+24   8.290E+22
 639.000   1.334E+24   8.286E+22
 639.100   1.333E+24   8.282E+22
 639.200   1.333E+24   8.278E+22
 639.300   1.332E+24   8.273E+22
 639.400   1.331E+24   8.269E+22
 639.500   1.331E+24   8.265E+22
 639.600   1.330E+24   8.261E+22
 639.700   1.329E+24   8.257E+22
 639.800   1.329E+24   8.253E+22
 639.900   1.328E+24   8.249E+22
 640.000   1.328E+24   8.245E+22
 640.100   1.327E+24   8.241E+22
 640.200   1.326E+24   8.237E+22
 640.300   1.326E+24   8.233E+22
 640.400   1.325E+24   8.229E+22
 640.500   1.324E+24   8.225E+22
 640.600   1.324E+24   8.221E+22
 640.700   1.323E+24   8.217E+22
 640.800   1.323E+24   8.213E+22
 640.900   1.322E+24   8.209E+22
 641.000   1.321E+24   8.205E+22
 641.100   1.321E+24   8.201E+22
 641.200   1.320E+24   8.197E+22
 641.300   1.320E+24   8.193E+22
 641.400   1.319E+24   8.189E+22
 641.500   1.318E+24   8.185E+22
 641.600   1.318E+24   8.181E+22
 641.700   1.317E+24   8.177E+22
 641.800   1.316E+24   8.173E+22
 641.900   1.316E+24   8.169E+22
 642.000   1.315E+24   8.165E+22
 642.100   1.315E+24   8.161E+22
 642.200   1.314E+24   8.157E+22
 642.300   1.313E+24   8.153E+22
 642.400   1.313E+24   8.149E+22
 642.500   1.312E+24   8.145E+22
 642.600   1.312E+24   8.141E+22
 642.700   1.311E+24   8.137E+22
 642.800   1.310E+24   8.133E+22
 642.900   1.310E+24   8.129E+22
 643.000   1.309E+24   8.126E+22
 643.100   1.308E+24   8.122E+22
 643.200   1.308E+24   8.118E+22
 643.300   1.307E+24   8.114E+22
 643.400   1.307E+24   8.110E+22
 643.500   1.306E+24   8.106E+22
 643.600   1.305E+24   8.102E+22
 643.700   1.305E+24   8.098E+22
 643.800   1.304E+24   8.094E+22
 643.900   1.304E+24   8.090E+22
 644.000   1.303E+24   8.086E+22
 644.100   1.302E+24   8.082E+22
 644.200   1.302E+24   8.078E+22
 644.300   1.301E+24   8.074E+22
 644.400   1.301E+24   8.070E+22
 644.500   1.300E+24   8.066E+22
 644.600   1.299E+24   8.063E+22
 644.700   1.299E+24   8.059E+22
 644.800   1.298E+24   8.055E+22
 644.900   1.298E+24   8.051E+22
 645.000   1.297E+24   8.047E+22
 645.100   1.296E+24   8.043E+22
 645.200   1.296E+24   8.039E+22
 645.300   1.295E+24   8.035E+22
 645.400   1.295E+24   8.031E+22
 645.500   1.294E+24   8.027E+22
 645.600   1.293E+24   8.024E+22
 645.700   1.293E+24   8.020E+22
