ID		f_475		ivar_475		f_814		ivar_814		f_1600		ivar_1600		z
J1506+5402_00	5.27720273099	14.363240562	7.31733606614	7.47057428035	2.40998874137	68.8699811179	0.608
J1506+5402_01	7.46472150978	7.17848457471	8.86838129626	5.08594051808	5.59700257858	12.7687674458	0.608
J1506+5402_02	3.66799189095	29.7305715001	4.58333618856	19.0412985902	5.63490972888	12.5975492594	0.608
J1506+5402_03	1.3176023909	230.404651674	2.22191221991	81.0226038986	4.25702235869	22.0723273764	0.608
J1506+5402_04	0.650973654222	943.91560598	1.15951817941	297.512260111	3.50604174188	32.5406202436	0.608
J1506+5402_05	0.458513259351	1902.63811667	0.999849273612	400.120608378	2.91083705073	47.208934969	0.608
J1506+5402_06	0.368802151313	2940.85153216	0.92281123437	469.71480102	2.20155398185	82.5279987299	0.608
J1506+5402_07	0.308330191415	4207.53644314	0.754718622847	702.246944839	1.58331626176	159.560227457	0.608
J1506+5402_08	0.244117340218	6712.1666776	0.6318729881	1001.84471398	1.22357430508	267.177138863	0.608
J1506+5402_09	0.200646384922	9935.67352297	0.592371090868	1139.91450471	1.05711186628	357.946479645	0.608
J1506+5402_10	0.174824166828	13087.5109181	0.566001375236	1248.60485276	1.00307985859	397.547449199	0.608
J1506+5402_11	0.151563936601	17412.7850032	0.519805219556	1480.39878209	1.00639990411	394.928811157	0.608
J1506+5402_12	0.132260310654	22866.5641765	0.482708917264	1716.68000119	1.01619204654	387.354324041	0.608
J1506+5402_13	0.117848946837	28801.067152	0.452396443088	1954.43678478	0.992651027808	405.944627548	0.608
J1506+5402_14	0.113777263219	30899.3273347	0.4306625036	2156.68078882	0.930957793868	461.530075556	0.608
J1506+5402_15	0.111184318565	32357.3475711	0.418296440453	2286.08120703	0.862513790462	537.684969247	0.608
J1506+5402_16	0.106617590049	35188.6226494	0.396466594881	2544.7597659	0.808025551164	612.646283173	0.608
J1506+5402_17	0.106107558155	35527.7210938	0.370326719725	2916.68746205	0.766821300501	680.254863108	0.608
J1506+5402_18	0.102642539406	37966.9067114	0.360198425117	3083.02021288	0.744910525605	720.861397593	0.608
J1506+5402_19	0.111398267615	32233.1773124	0.357118697884	3136.42431829	0.739088324913	732.263365695	0.608
J1506+5402_20	0.115670855416	29895.9319783	0.360121014665	3084.3457875	0.738808173726	732.818809863	0.608
J1506+5402_21	0.109796297441	33180.6279772	0.357602199552	3127.94874846	0.732336016868	745.828893734	0.608
J1506+5402_22	0.108666250487	33874.3232267	0.35267042866	3216.04339324	0.714802982246	782.865725642	0.608
J1506+5402_23	0.106841905875	35041.0199126	0.339306055107	3474.37564047	0.690067622189	839.994977918	0.608
J1506+5402_24	0.105529596785	35917.9410895	0.329868692803	3676.01938078	0.661111188716	915.189390395	0.608
J1506+5402_25	0.101501479761	38825.3378741	0.31906335352	3929.21813876	0.630491395772	1006.24019823	0.608
J1506+5402_26	0.108240051472	34141.611102	0.304959554124	4301.06002311	0.600212686387	1110.3238024	0.608
J1506+5402_27	0.1092254522	33528.3582708	0.293070679561	4657.09662396	0.574891771153	1210.28543452	0.608
J1506+5402_28	0.106232903722	35443.9313265	0.284250168085	4950.60790522	0.552130405538	1312.12938924	0.608
J1506+5402_29	0.0994646400151	40431.7520274	0.279071641386	5136.04213416	0.52812606217	1434.11768643	0.608
J1506+5402_30	0.0909672852014	48338.0941662	0.267540583718	5588.31207266	0.500995610799	1593.64707231	0.608
J1506+5402_31	0.0948770589126	44436.2666512	0.257735783846	6021.58126223	0.475014253624	1772.74679214	0.608
J1506+5402_32	0.093327941142	45923.6735344	0.25395604593	6202.15875066	0.448275223627	1990.53821429	0.608
J1506+5402_33	0.0876274077173	52093.0832643	0.238199303655	7049.8360341	0.421643382966	2249.93210606	0.608
J1506+5402_34	0.0810687762848	60862.916052	0.224272991867	7952.54321729	0.396324593701	2546.58364275	0.608
J1506+5402_35	0.0762837220446	68737.8970405	0.207835386251	9260.21362325	0.372133251749	2888.43790465	0.608
J1506+5402_36	0.0763008804611	68706.9851862	0.198890173266	10111.9133426	0.349342938303	3277.60077641	0.608
J1506+5402_37	0.0718800696815	77418.1898086	0.19633497024	10376.829225	0.324714548501	3793.6433292	0.608
J1506+5402_38	0.0703424733501	80839.7053496	0.181968182435	12080.0595976	0.299295955514	4465.37868612	0.608
J1506+5402_39	0.0667817733371	89690.0150508	0.163918437386	14886.9037557	0.273389239869	5351.76649573	0.608
