ID		f_475		ivar_475		f_814		ivar_814		f_1600		ivar_1600		z
J2116-0634_00	2.62694460805	57.9639750303	4.03822074407	24.5290021075	1.54339345531	167.921646028	0.728
J2116-0634_01	3.23870006486	38.1345416964	5.5369004086	13.0474778228	3.58607214834	31.1044083974	0.728
J2116-0634_02	1.3795304926	210.182901265	3.22203769658	38.5299776374	3.76187163065	28.2651990332	0.728
J2116-0634_03	0.609938518778	1075.19656894	1.75084351204	130.486423874	3.04549191192	43.126587058	0.728
J2116-0634_04	0.35872508616	3108.39709334	0.957973275373	435.866211739	2.50024280537	63.9875701757	0.728
J2116-0634_05	0.227369764111	7737.39144386	0.740246375411	729.974034267	2.02028339671	98.0021045225	0.728
J2116-0634_06	0.179981829347	12348.1719348	0.640671651764	974.516003608	1.51762799999	173.671809833	0.728
J2116-0634_07	0.154777172776	16697.2970145	0.510227200536	1536.50074977	1.11498275735	321.753802965	0.728
J2116-0634_08	0.136151407247	21578.2252499	0.413046556176	2344.56339541	0.914741205047	478.039194772	0.728
J2116-0634_09	0.119827859061	27857.6444701	0.392589069472	2595.27619883	0.868058559577	530.837925924	0.728
J2116-0634_10	0.0966560130908	42815.6199634	0.425796952995	2206.25086359	0.954078970612	439.431660894	0.728
J2116-0634_11	0.0966529266674	42818.3544742	0.568256675527	1238.71358013	1.16606134839	294.182741867	0.728
J2116-0634_12	0.12633991277	25059.8718574	0.942458351042	450.334954014	1.39957371213	204.205971617	0.728
J2116-0634_13	0.125281544606	25485.0677777	0.96237166993	431.891176566	1.46893388589	185.376847584	0.728
J2116-0634_14	0.0957784459737	43603.8080195	0.717087042188	777.886512803	1.3405122172	222.596554877	0.728
J2116-0634_15	0.0697862969036	82133.3777654	0.452281327253	1955.43180818	1.08928975299	337.111179323	0.728
J2116-0634_16	0.0567655610297	124133.820616	0.29809557455	4501.41375848	0.853359800664	549.282332197	0.728
J2116-0634_17	0.0543559945338	135383.300878	0.255644744938	6120.49083336	0.687236618824	846.929784853	0.728
J2116-0634_18	0.0530345652993	142213.873118	0.224034082214	7969.51342439	0.565469461265	1250.9549805	0.728
J2116-0634_19	0.0511497133627	152888.064496	0.206142300382	9412.95007165	0.48302470513	1714.43610144	0.728
J2116-0634_20	0.0527015201529	144016.982264	0.190092822783	11069.513946	0.426988741692	2193.95210681	0.728
J2116-0634_21	0.0492310699644	165037.046186	0.174227464851	13177.3098086	0.386802974229	2673.50118956	0.728
J2116-0634_22	0.0397942864615	252591.392724	0.152167540763	17274.9161312	0.347222624295	3317.75231628	0.728
J2116-0634_23	0.0406124224871	242517.007345	0.138984407922	20707.507566	0.307403688887	4232.93736018	0.728
J2116-0634_24	0.0392286775482	259927.755052	0.126549366872	24976.98643	0.271523790043	5425.55558456	0.728
J2116-0634_25	0.0377523450239	280654.573929	0.110754266394	32609.1187081	0.242297044234	6813.39800239	0.728
J2116-0634_26	0.0400708515406	249116.703295	0.103763690915	37150.8854018	0.219438185669	8306.83499181	0.728
J2116-0634_27	0.0453364995528	194609.493	0.0998402941364	40128.0714155	0.197427147	10262.3365262	0.728
J2116-0634_28	0.0394442285098	257094.661725	0.100098938221	39920.9667339	0.179929944169	12355.2944789	0.728
J2116-0634_29	0.0306260526278	426459.646295	0.0846047559109	55881.80656	0.167831487838	14200.8095171	0.728
J2116-0634_30	0.0391929707487	260401.585735	0.0760762022484	69113.4134097	0.160389956258	15549.1142072	0.728
J2116-0634_31	0.0390638767132	262125.523045	0.0818181394755	59753.1482668	0.152433647068	17214.6544805	0.728
J2116-0634_32	0.0334172975115	358193.203392	0.0639261133533	97882.1252283	0.142067984375	19818.3527235	0.728
J2116-0634_33	0.0356310727632	315066.475819	0.0700848166346	81435.1889701	0.131452536962	23148.4569634	0.728
J2116-0634_34	0.0417267562893	229736.891643	0.0658219080819	92324.9446395	0.126665790841	24931.092689	0.728
J2116-0634_35	0.0433453294429	212899.859623	0.0675623046848	87629.6505319	0.12241236351	26693.7399202	0.728
J2116-0634_36	0.037270918684	287951.798806	0.0867502309266	53151.8900317	0.115218737972	30131.0151227	0.728
J2116-0634_37	0.0356922132431	313987.987554	0.0762744782794	68754.5588519	0.106125383413	35515.78733	0.728
J2116-0634_38	0.0410766567908	237066.295147	0.0736909199485	73660.0543319	0.102750599645	37887.0910089	0.728
J2116-0634_39	0.0701088682988	81379.3239733	0.0810532278565	60886.2689394	0.101538476731	38797.0499143	0.728
