ID		f_475		ivar_475		f_814		ivar_814		z
J0826_00	2.50851809275	63.5660925468	3.12576619129	40.9399221393	0.603
J0826_01	5.43655673872	13.5335627674	7.21914291268	7.67518253077	0.603
J0826_02	3.48499778794	32.9347960034	5.10190542063	15.3672156059	0.603
J0826_03	1.40939769249	201.369123208	2.68163698402	55.6237184513	0.603
J0826_04	0.655273055192	931.569735807	1.43802641078	193.431084426	0.603
J0826_05	0.398331422664	2520.98845342	0.921255106608	471.302968213	0.603
J0826_06	0.297474383157	4520.23325501	0.773328078187	668.855701494	0.603
J0826_07	0.255810129731	6112.57942737	0.688775038495	843.150674756	0.603
J0826_08	0.219289092779	8318.13433225	0.612189438188	1067.3044644	0.603
J0826_09	0.184627983335	11734.5094587	0.560248356969	1274.37959253	0.603
J0826_10	0.164890345681	14711.9260885	0.549698487014	1323.76504212	0.603
J0826_11	0.144933975246	19042.3078935	0.545231296088	1345.54565717	0.603
J0826_12	0.13038216149	23530.092705	0.502921970904	1581.46204611	0.603
J0826_13	0.112665217545	31512.3123175	0.437670808833	2088.16507647	0.603
J0826_14	0.0975606264472	42025.3008095	0.390511273677	2622.96707572	0.603
J0826_15	0.0895872019894	49838.8537895	0.349709989348	3270.72413305	0.603
J0826_16	0.0850740482476	55266.9875371	0.320620379734	3891.14794182	0.603
J0826_17	0.0820492116421	59417.0610169	0.298529529184	4488.336395	0.603
J0826_18	0.0822933337604	59065.063992	0.270598666939	5462.71679371	0.603
J0826_19	0.080319915579	62003.1144173	0.253800131072	6209.78132931	0.603
J0826_20	0.0765990313349	68173.161723	0.23429510546	7286.7447913	0.603
J0826_21	0.074354642473	72350.8790225	0.209920366785	9077.17771591	0.603
J0826_22	0.0714090108706	78442.9569816	0.191442599081	10913.9718131	0.603
J0826_23	0.0631199306278	100398.440184	0.178252072328	12588.987901	0.603
J0826_24	0.0590354587364	114771.512974	0.161200655899	15393.1103317	0.603
J0826_25	0.0595642440309	112742.775703	0.15691511883	16245.4000781	0.603
J0826_26	0.0579065302288	119290.238239	0.153193760687	17044.2476626	0.603
J0826_27	0.057081775554	122762.307819	0.147338905472	18425.7473835	0.603
J0826_28	0.0527804490387	143586.572866	0.138447770457	20868.3474374	0.603
J0826_29	0.0519466745573	148232.860617	0.132483063239	22789.73467	0.603
J0826_30	0.0533075335649	140761.152253	0.138013879093	20999.766521	0.603
J0826_31	0.0552190271708	131184.489345	0.136730194701	21395.927956	0.603
J0826_32	0.0553346932532	130636.632788	0.131482381545	23137.9494317	0.603
J0826_33	0.0557663902907	128621.900841	0.131344567144	23186.5302848	0.603
J0826_34	0.0519433084621	148252.073181	0.136695342996	21406.8395146	0.603
J0826_35	0.0443544717732	203322.372321	0.131320762634	23194.9370896	0.603
J0826_36	0.0495903598308	162654.271243	0.131783877869	23032.200126	0.603
J0826_37	0.0490601524505	166188.973189	0.127811668505	24486.0641333	0.603
J0826_38	0.047723466366	175628.919544	0.127020651113	24791.9862344	0.603
J0826_39	0.0515453683678	150549.977878	0.139499494129	20554.8695966	0.603
