ID		f_475		ivar_475		f_814		ivar_814		z
J2116_00	2.62694460805	57.9639750303	4.03822074407	24.5290021075	0.728
J2116_01	3.23870006486	38.1345416964	5.5369004086	13.0474778228	0.728
J2116_02	1.3795304926	210.182901265	3.22203769658	38.5299776374	0.728
J2116_03	0.609938518778	1075.19656894	1.75084351204	130.486423874	0.728
J2116_04	0.35872508616	3108.39709334	0.957973275373	435.866211739	0.728
J2116_05	0.227369764111	7737.39144386	0.740246375411	729.974034267	0.728
J2116_06	0.179981829347	12348.1719348	0.640671651764	974.516003608	0.728
J2116_07	0.154777172776	16697.2970145	0.510227200536	1536.50074977	0.728
J2116_08	0.136151407247	21578.2252499	0.413046556176	2344.56339541	0.728
J2116_09	0.119827859061	27857.6444701	0.392589069472	2595.27619883	0.728
J2116_10	0.0966560130908	42815.6199634	0.425796952995	2206.25086359	0.728
J2116_11	0.0966529266674	42818.3544742	0.568256675527	1238.71358013	0.728
J2116_12	0.12633991277	25059.8718574	0.942458351042	450.334954014	0.728
J2116_13	0.125281544606	25485.0677777	0.96237166993	431.891176566	0.728
J2116_14	0.0957784459737	43603.8080195	0.717087042188	777.886512803	0.728
J2116_15	0.0697862969036	82133.3777654	0.452281327253	1955.43180818	0.728
J2116_16	0.0567655610297	124133.820616	0.29809557455	4501.41375848	0.728
J2116_17	0.0543559945338	135383.300878	0.255644744938	6120.49083336	0.728
J2116_18	0.0530345652993	142213.873118	0.224034082214	7969.51342439	0.728
J2116_19	0.0511497133627	152888.064496	0.206142300382	9412.95007165	0.728
J2116_20	0.0527015201529	144016.982264	0.190092822783	11069.513946	0.728
J2116_21	0.0492310699644	165037.046186	0.174227464851	13177.3098086	0.728
J2116_22	0.0397942864615	252591.392724	0.152167540763	17274.9161312	0.728
J2116_23	0.0406124224871	242517.007345	0.138984407922	20707.507566	0.728
J2116_24	0.0392286775482	259927.755052	0.126549366872	24976.98643	0.728
J2116_25	0.0377523450239	280654.573929	0.110754266394	32609.1187081	0.728
J2116_26	0.0400708515406	249116.703295	0.103763690915	37150.8854018	0.728
J2116_27	0.0453364995528	194609.493	0.0998402941364	40128.0714155	0.728
J2116_28	0.0394442285098	257094.661725	0.100098938221	39920.9667339	0.728
J2116_29	0.0306260526278	426459.646295	0.0846047559109	55881.80656	0.728
J2116_30	0.0391929707487	260401.585735	0.0760762022484	69113.4134097	0.728
J2116_31	0.0390638767132	262125.523045	0.0818181394755	59753.1482668	0.728
J2116_32	0.0334172975115	358193.203392	0.0639261133533	97882.1252283	0.728
J2116_33	0.0356310727632	315066.475819	0.0700848166346	81435.1889701	0.728
J2116_34	0.0417267562893	229736.891643	0.0658219080819	92324.9446395	0.728
J2116_35	0.0433453294429	212899.859623	0.0675623046848	87629.6505319	0.728
J2116_36	0.037270918684	287951.798806	0.0867502309266	53151.8900317	0.728
J2116_37	0.0356922132431	313987.987554	0.0762744782794	68754.5588519	0.728
J2116_38	0.0410766567908	237066.295147	0.0736909199485	73660.0543319	0.728
J2116_39	0.0701088682988	81379.3239733	0.0810532278565	60886.2689394	0.728
